path,filename,languages,media,date,pid,designType,activityType,groupType
childes/Eng-NA/Braunwald/011008,011008,eng,audio,1972-12-28,11312/c-00010351-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011009,011009,eng,audio,1972-12-29,11312/c-00010352-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011010,011010,eng,audio,1972-12-30,11312/c-00010353-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011014,011014,eng,audio,1972-01-03,11312/c-00010354-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011019,011019,eng,audio,1973-01-08,11312/c-00010355-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011020,011020,eng,audio,1973-01-09,11312/c-00010356-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011023,011023,eng,audio,1973-01-10,11312/c-00010357-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011024,011024,eng,audio,1973-01-11,11312/c-00010358-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011027,011027,eng,audio,1973-01-16,11312/c-00010359-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011103,011103,eng,audio,1973-01-23,11312/c-00010360-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011109,011109,eng,audio,1973-01-29,11312/c-00010361-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011113,011113,eng,audio,1973-02-02,11312/c-00010362-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011116,011116,eng,audio,1973-02-05,11312/c-00010363-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011118,011118,eng,audio,1973-02-07,11312/c-00010364-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011124,011124,eng,audio,1973-02-13,11312/c-00010365-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011125,011125,eng,audio,1973-02-14,11312/c-00010366-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011126,011126,eng,audio,1973-02-15,11312/c-00010367-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011130a,011130a,eng,audio,1973-02-19,11312/c-00010368-1,long,toyplay,TD
childes/Eng-NA/Braunwald/011130b,011130b,eng,audio,1973-02-20,11312/c-00010369-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020000,020000,eng,audio,1973-02-20,11312/c-00010370-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020010,020010,eng,audio,1973-03-02,11312/c-00010371-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020017,020017,eng,audio,1973-03-09,11312/c-00010372-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020023,020023,eng,audio,1973-03-15,11312/c-00010373-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020024,020024,eng,audio,1973-03-16,11312/c-00010374-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020110,020110,eng,audio,1973-03-30,11312/c-00010375-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020113,020113,eng,audio,1973-04-02,11312/c-00010376-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020115,020115,eng,audio,1973-04-04,11312/c-00010377-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020119,020119,eng,audio,1973-04-08,11312/c-00010378-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020120,020120,eng,audio,1973-04-09,11312/c-00010379-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020121,020121,eng,audio,1973-04-10,11312/c-00010380-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020122,020122,eng,audio,1973-04-11,11312/c-00010381-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020124,020124,eng,audio,1973-04-13,11312/c-00010382-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020126,020126,eng,audio,1973-04-15,11312/c-00010383-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020128,020128,eng,audio,1973-04-17,11312/c-00010384-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020129,020129,eng,audio,1973-04-18,11312/c-00010385-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020200,020200,eng,audio,1973-04-20,11312/c-00010386-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020203,020203,eng,audio,1973-04-23,11312/c-00010387-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020212a,020212a,eng,audio,1973-05-02,11312/c-00010388-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020212b,020212b,eng,audio,1973-05-02,11312/c-00010389-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020215,020215,eng,audio,1973-05-05,11312/c-00010390-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020217,020217,eng,audio,1973-05-07,11312/c-00010391-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020218,020218,eng,audio,,11312/c-00010392-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020221,020221,eng,audio,1973-05-11,11312/c-00010393-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020223,020223,eng,audio,1973-05-13,11312/c-00010394-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020224,020224,eng,audio,1973-05-14,11312/c-00010395-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020225,020225,eng,audio,1973-05-15,11312/c-00010396-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020226,020226,eng,audio,1973-05-16,11312/c-00010397-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020227,020227,eng,audio,1973-05-17,11312/c-00010398-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020228,020228,eng,audio,1973-05-18,11312/c-00010399-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020300,020300,eng,audio,1973-05-20,11312/c-00010400-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020300a,020300a,eng,audio,1973-05-01,11312/c-00010409-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020300b,020300b,eng,audio,1973-05-01,11312/c-00010410-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020305,020305,eng,audio,1973-05-25,11312/c-00010401-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020306,020306,eng,audio,1973-05-26,11312/c-00010402-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020308,020308,eng,audio,1973-05-28,11312/c-00010403-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020311,020311,eng,audio,1973-05-31,11312/c-00010404-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020312,020312,eng,audio,,11312/c-00010405-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020313,020313,eng,audio,1973-06-02,11312/c-00010406-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020323,020323,eng,audio,,11312/c-00010407-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020330,020330,eng,audio,1973-06-19,11312/c-00010408-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020405,020405,eng,audio,1973-06-25,11312/c-00010411-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020406,020406,eng,audio,1973-06-26,11312/c-00010412-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020411,020411,eng,audio,1973-07-01,11312/c-00010413-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020416,020416,eng,audio,1973-07-06,11312/c-00010414-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020423,020423,eng,audio,1973-07-13,11312/c-00010415-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020424,020424,eng,audio,1973-07-14,11312/c-00010416-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020426,020426,eng,audio,1973-07-16,11312/c-00010417-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020501,020501,eng,audio,1973-07-21,11312/c-00010418-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020502,020502,eng,audio,1973-07-22,11312/c-00010419-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020526,020526,eng,audio,1973-08-15,11312/c-00010420-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020530,020530,eng,audio,1973-08-19,11312/c-00010421-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020603,020603,eng,audio,1973-08-23,11312/c-00010422-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020604,020604,eng,audio,1973-08-24,11312/c-00010423-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020606,020606,eng,audio,1973-08-26,11312/c-00010424-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020607,020607,eng,audio,1973-08-27,11312/c-00010425-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020610,020610,eng,audio,1973-08-30,11312/c-00010426-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020615,020615,eng,audio,1973-09-03,11312/c-00010427-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020616,020616,eng,audio,1973-09-05,11312/c-00010428-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020621,020621,eng,audio,1973-09-10,11312/c-00010429-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020623,020623,eng,audio,1973-09-12,11312/c-00010430-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020624,020624,eng,audio,1973-09-13,11312/c-00010431-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020708,020708,eng,audio,1973-09-28,11312/c-00010432-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020710,020710,eng,audio,1973-09-30,11312/c-00010433-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020811,020811,eng,audio,1973-10-29,11312/c-00010434-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020814,020814,eng,audio,1973-11-01,11312/c-00010435-1,long,toyplay,TD
childes/Eng-NA/Braunwald/020819,020819,eng,audio,1973-11-06,11312/c-00010436-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030000,030000,eng,audio,1974-02-20,11312/c-00010437-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030001,030001,eng,audio,1974-02-21,11312/c-00010438-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030006,030006,eng,audio,1974-02-26,11312/c-00010439-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030007,030007,eng,audio,1974-02-27,11312/c-00010440-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030008,030008,eng,audio,1974-02-28,11312/c-00010441-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030009,030009,eng,audio,1974-03-01,11312/c-00010442-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030010,030010,eng,audio,1974-03-02,11312/c-00010443-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030018,030018,eng,audio,1974-03-05,11312/c-00010444-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030019,030019,eng,audio,1974-03-11,11312/c-00010445-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030022,030022,eng,audio,1974-03-14,11312/c-00010446-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030113,030113,eng,audio,1974-04-02,11312/c-00010447-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030125a,030125a,eng,audio,1974-04-14,11312/c-00010448-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030125b,030125b,eng,audio,1974-04-15,11312/c-00010449-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030128,030128,eng,audio,1974-04-17,11312/c-00010450-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030311,030311,eng,audio,1974-05-30,11312/c-00010452-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030316a,030316a,eng,audio,1974-05-06,11312/c-00010451-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030316b,030316b,eng,audio,1974-06-04,11312/c-00010453-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030324,030324,eng,audio,1974-06-12,11312/c-00010454-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030422,030422,eng,audio,1974-07-12,11312/c-00010455-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030423,030423,eng,audio,1974-07-13,11312/c-00010456-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030528a,030528a,eng,audio,1974-08-17,11312/c-00010457-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030528b,030528b,eng,audio,1974-08-17,11312/c-00010458-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030528c,030528c,eng,audio,1974-08-17,11312/c-00010459-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030528d,030528d,eng,audio,,11312/c-00010460-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030528e,030528e,eng,audio,1974-08-17,11312/c-00010461-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030616,030616,eng,audio,1974-09-05,11312/c-00010462-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030617,030617,eng,audio,1974-09-06,11312/c-00010463-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030618a,030618a,eng,audio,1974-09-07,11312/c-00010464-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030618b,030618b,eng,audio,1974-09-07,11312/c-00010465-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030619,030619,eng,audio,1974-09-08,11312/c-00010466-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030621,030621,eng,audio,1974-09-10,11312/c-00010467-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030622,030622,eng,audio,1974-09-11,11312/c-00010468-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030623,030623,eng,audio,1974-09-12,11312/c-00010469-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030627a,030627a,eng,audio,1974-09-16,11312/c-00010470-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030627b,030627b,eng,audio,1974-09-16,11312/c-00010471-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030628,030628,eng,audio,1974-09-17,11312/c-00010472-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030700,030700,eng,audio,1974-09-20,11312/c-00010473-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030702a,030702a,eng,audio,1974-09-23,11312/c-00010474-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030702b,030702b,eng,audio,1974-09-22,11312/c-00010475-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030702c,030702c,eng,audio,1974-09-22,11312/c-00010476-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030702d,030702d,eng,audio,1974-09-22,11312/c-00010477-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030702e,030702e,eng,audio,1974-09-22,11312/c-00010478-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030702f,030702f,eng,audio,1974-09-22,11312/c-00010479-1,long,toyplay,TD
childes/Eng-NA/Braunwald/030702g,030702g,eng,audio,1974-09-22,11312/c-00010480-1,long,toyplay,TD
childes/Eng-NA/Braunwald/031117,031117,eng,audio,1975-02-06,11312/c-00010481-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040211a,040211a,eng,audio,1975-05-01,11312/c-00010482-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040211b,040211b,eng,audio,1975-05-01,11312/c-00010483-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040214,040214,eng,audio,1975-05-04,11312/c-00010484-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040217,040217,eng,audio,1975-05-07,11312/c-00010485-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040229a,040229a,eng,audio,1975-05-19,11312/c-00010486-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040229b,040229b,eng,audio,1975-05-19,11312/c-00010487-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040301a,040301a,eng,audio,1975-05-23,11312/c-00010488-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040301b,040301b,eng,audio,1975-05-23,11312/c-00010489-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040307a,040307a,eng,audio,1975-05-27,11312/c-00010490-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040307b,040307b,eng,audio,1975-05-27,11312/c-00010491-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040311a,040311a,eng,audio,1975-05-31,11312/c-00010492-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040311b,040311b,eng,audio,1975-05-31,11312/c-00010493-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040311c,040311c,eng,audio,1975-05-31,11312/c-00010494-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040711a,040711a,eng,audio,1975-10-01,11312/c-00010495-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040711b,040711b,eng,audio,1975-10-01,11312/c-00010496-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040711c,040711c,eng,audio,1975-10-01,11312/c-00010497-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040711d,040711d,eng,audio,1975-10-01,11312/c-00010498-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040718a,040718a,eng,audio,1975-10-08,11312/c-00010499-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040718b,040718b,eng,audio,1975-10-08,11312/c-00010500-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040718c,040718c,eng,audio,1975-10-08,11312/c-00010501-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040718d,040718d,eng,audio,1975-10-08,11312/c-00010502-1,long,toyplay,TD
childes/Eng-NA/Braunwald/040718e,040718e,eng,audio,1975-10-08,11312/c-00010503-1,long,toyplay,TD
childes/Eng-NA/Braunwald/041000,041000,eng,audio,,11312/c-00010504-1,long,toyplay,TD
childes/Eng-NA/Braunwald/051013,051013,eng,audio,1977-01-07,11312/c-00010505-1,long,toyplay,TD
childes/Eng-NA/Braunwald/060417,060417,eng,audio,1977-06-01,11312/c-00010506-1,long,toyplay,TD
childes/Eng-NA/Braunwald/060503,060503,eng,audio,1977-07-23,11312/c-00010507-1,long,toyplay,TD
childes/Eng-NA/Braunwald/070014,070014,eng,audio,1978-03-06,11312/c-00010508-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010301,010301,eng,,1972-05-21,11312/c-00010509-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010302,010302,eng,,1972-05-22,11312/c-00010510-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010303,010303,eng,,1972-05-23,11312/c-00010511-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010304,010304,eng,,1972-05-24,11312/c-00010512-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010305,010305,eng,,1972-05-25,11312/c-00010513-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010306,010306,eng,,1972-05-26,11312/c-00010514-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010308,010308,eng,,1972-05-28,11312/c-00010515-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010309,010309,eng,,1972-05-29,11312/c-00010516-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010310,010310,eng,,1972-05-30,11312/c-00010517-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010311,010311,eng,,1972-05-31,11312/c-00010518-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010312,010312,eng,,1972-06-01,11312/c-00010519-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010313,010313,eng,,1972-06-02,11312/c-00010520-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010314,010314,eng,,1972-06-03,11312/c-00010521-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010315,010315,eng,,1972-06-04,11312/c-00010522-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010316,010316,eng,,1972-06-05,11312/c-00010523-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010317,010317,eng,,1972-06-06,11312/c-00010524-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010318,010318,eng,,1972-06-07,11312/c-00010525-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010319,010319,eng,,1972-06-08,11312/c-00010526-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010320,010320,eng,,1972-06-09,11312/c-00010527-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010321,010321,eng,,1972-06-10,11312/c-00010528-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010322,010322,eng,,1972-06-11,11312/c-00010529-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010324,010324,eng,,1972-06-12,11312/c-00010530-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010325,010325,eng,,1972-06-13,11312/c-00010531-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010326,010326,eng,,1972-06-14,11312/c-00010532-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010327,010327,eng,,1972-06-15,11312/c-00010533-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010328,010328,eng,,1972-06-16,11312/c-00010534-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010329,010329,eng,,1972-06-17,11312/c-00010535-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010330,010330,eng,,1972-06-18,11312/c-00010536-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010331,010331,eng,,1972-06-19,11312/c-00010537-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010400,010400,eng,,1972-06-20,11312/c-00010538-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010401,010401,eng,,1972-06-21,11312/c-00010539-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010402,010402,eng,,1972-06-22,11312/c-00010540-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010403,010403,eng,,1972-06-23,11312/c-00010541-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010404,010404,eng,,1972-06-24,11312/c-00010542-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010405,010405,eng,,1972-06-25,11312/c-00010543-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010406,010406,eng,,1972-06-26,11312/c-00010544-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010407,010407,eng,,1972-06-27,11312/c-00010545-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010408,010408,eng,,1972-06-28,11312/c-00010546-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010409,010409,eng,,1972-06-29,11312/c-00010547-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010410,010410,eng,,1972-06-30,11312/c-00010548-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010411,010411,eng,,1972-07-01,11312/c-00010549-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010412,010412,eng,,1972-07-02,11312/c-00010550-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010413,010413,eng,,1972-07-03,11312/c-00010551-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010414,010414,eng,,1972-07-04,11312/c-00010552-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010415,010415,eng,,1972-07-05,11312/c-00010553-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010416,010416,eng,,1972-07-06,11312/c-00010554-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010417,010417,eng,,1972-07-07,11312/c-00010555-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010418,010418,eng,,1972-07-08,11312/c-00010556-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010419,010419,eng,,1972-07-09,11312/c-00010557-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010420,010420,eng,,1972-07-10,11312/c-00010558-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010421,010421,eng,,1972-07-11,11312/c-00010559-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010422,010422,eng,,1972-07-12,11312/c-00010560-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010423,010423,eng,,1972-07-13,11312/c-00010561-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010424,010424,eng,,1972-07-14,11312/c-00010562-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010425,010425,eng,,1972-07-15,11312/c-00010563-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010426,010426,eng,,1972-07-16,11312/c-00010564-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010427,010427,eng,,1972-07-17,11312/c-00010565-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010428,010428,eng,,1972-07-18,11312/c-00010566-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010429,010429,eng,,1972-07-19,11312/c-00010567-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010500,010500,eng,,1972-07-20,11312/c-00010568-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010501,010501,eng,,1972-07-21,11312/c-00010569-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010505,010505,eng,,1972-07-25,11312/c-00010570-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010506,010506,eng,,1972-07-26,11312/c-00010571-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010507,010507,eng,,1972-07-27,11312/c-00010572-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010508,010508,eng,,1972-07-28,11312/c-00010573-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010509,010509,eng,,1972-07-29,11312/c-00010574-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010510,010510,eng,,1972-07-30,11312/c-00010575-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010511,010511,eng,,1972-07-31,11312/c-00010576-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010512,010512,eng,,1972-08-01,11312/c-00010577-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010513,010513,eng,,1972-08-02,11312/c-00010578-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010514,010514,eng,,1972-08-03,11312/c-00010579-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010515,010515,eng,,1972-08-04,11312/c-00010580-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010516,010516,eng,,1972-08-05,11312/c-00010581-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010517,010517,eng,,1972-08-06,11312/c-00010582-1,long,toyplay,TD
childes/Eng-NA/Braunwald/0diary/010518,010518,eng,,1972-08-07,11312/c-00010583-1,long,toyplay,TD
