path,filename,languages,media,date,pid,designType,activityType,groupType
childes/Eng-NA/HSLLD/HV3/BR/trebr3,trebr3,eng,"audio,missing",1991-05-16,11312/c-00035364-1,long,book,TD
childes/Eng-NA/HSLLD/HV3/BR/tribr3,tribr3,eng,"audio,missing",1991-05-04,11312/c-00035365-1,long,book,TD
childes/Eng-NA/HSLLD/HV3/BR/vicbr3,vicbr3,eng,"audio,missing",1991-05-04,11312/c-00035366-1,long,book,TD
childes/Eng-NA/HSLLD/HV3/BR/zanbr3,zanbr3,eng,"audio,missing",1991-06-20,11312/c-00035367-1,long,book,TD
childes/Eng-NA/HSLLD/HV3/ER/admer3,admer3,eng,"audio,missing",1991-03-26,11312/c-00035368-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/aimer3,aimer3,eng,"audio,missing",1990-02-23,11312/c-00035369-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/alier3,alier3,eng,"audio,missing",1991-06-20,11312/c-00035370-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/aller3,aller3,eng,"audio,missing",1990-02-05,11312/c-00035371-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/anaer3,anaer3,eng,"audio,missing",1990-02-27,11312/c-00035372-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/anner3,anner3,eng,"audio,missing",1991-04-15,11312/c-00035373-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/aprer3,aprer3,eng,"audio,missing",1991-04-27,11312/c-00035374-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/aster3,aster3,eng,"audio,missing",1990-01-11,11312/c-00035375-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/bober3,bober3,eng,"audio,missing",1989-03-23,11312/c-00035376-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/braer3,braer3,eng,"audio,missing",1989-11-14,11312/c-00035377-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/brier3,brier3,eng,"audio,missing",1989-12-06,11312/c-00035378-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/brner3,brner3,eng,"audio,missing",1991-05-19,11312/c-00035379-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/brter3,brter3,eng,"audio,missing",1991-05-01,11312/c-00035380-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/caser3,caser3,eng,"audio,missing",1989-11-22,11312/c-00035381-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/cater3,cater3,eng,"audio,missing",1991-03-27,11312/c-00035382-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/claer3,claer3,eng,"audio,missing",1990-04-18,11312/c-00035383-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/coner3,coner3,eng,"audio,missing",1990-03-08,11312/c-00035384-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/ctrer3,ctrer3,eng,"audio,missing",1989-12-06,11312/c-00035385-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/daver3,daver3,eng,"audio,missing",1989-01-31,11312/c-00035386-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/deaer3,deaer3,eng,"audio,missing",1991-05-15,11312/c-00035387-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/dever3,dever3,eng,"audio,missing",1991-04-20,11312/c-00035388-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/diaer3,diaer3,eng,"audio,missing",1989-12-07,11312/c-00035389-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/doner3,doner3,eng,"audio,missing",1990-04-09,11312/c-00035390-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/ether3,ether3,eng,"audio,missing",1989-11-27,11312/c-00035391-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/geoer3,geoer3,eng,"audio,missing",1991-03-16,11312/c-00035392-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/guyer3,guyer3,eng,"audio,missing",1991-03-07,11312/c-00035393-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/inaer3,inaer3,eng,"audio,missing",1990-02-06,11312/c-00035394-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/jamer3,jamer3,eng,"audio,missing",1991-04-24,11312/c-00035395-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/jeaer3,jeaer3,eng,"audio,missing",1991-04-17,11312/c-00035396-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/jeber3,jeber3,eng,"audio,missing",1991-06-28,11312/c-00035397-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/jener3,jener3,eng,"audio,missing",1991-07-01,11312/c-00035398-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/jerer3,jerer3,eng,"audio,missing",1990-05-24,11312/c-00035399-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/jeser3,jeser3,eng,"audio,missing",1991-04-29,11312/c-00035400-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/joeer3,joeer3,eng,"audio,missing",1990-03-08,11312/c-00035401-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/joyer3,joyer3,eng,"audio,missing",1991-03-23,11312/c-00035402-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/juser3,juser3,eng,"audio,missing",1990-01-08,11312/c-00035403-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/karer3,karer3,eng,"audio,missing",1990-02-07,11312/c-00035404-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/kever3,kever3,eng,"audio,missing",1990-03-12,11312/c-00035405-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/kurer3,kurer3,eng,"audio,missing",1989-02-13,11312/c-00035406-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/marer3,marer3,eng,"audio,missing",1991-03-30,11312/c-00035407-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/mayer3,mayer3,eng,"audio,missing",1991-05-30,11312/c-00035408-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/meger3,meger3,eng,"audio,missing",1990-01-10,11312/c-00035409-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/meler3,meler3,eng,"audio,missing",1991-03-24,11312/c-00035410-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/moner3,moner3,eng,"audio,missing",1991-03-20,11312/c-00035411-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/morer3,morer3,eng,"audio,missing",1991-03-06,11312/c-00035412-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/mrker3,mrker3,eng,"audio,missing",1990-02-08,11312/c-00035413-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/neder3,neder3,eng,"audio,missing",1991-06-28,11312/c-00035414-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/pauer3,pauer3,eng,"audio,missing",1990-01-16,11312/c-00035415-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/raser3,raser3,eng,"audio,missing",1991-05-01,11312/c-00035416-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/rauer3,rauer3,eng,"audio,missing",1991-05-19,11312/c-00035417-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/remer3,remer3,eng,"audio,missing",1990-03-13,11312/c-00035418-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/riler3,riler3,eng,"audio,missing",1991-05-08,11312/c-00035419-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/rocer3,rocer3,eng,"audio,missing",1990-01-26,11312/c-00035420-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/roser3,roser3,eng,"audio,missing",1991-05-19,11312/c-00035421-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/sarer3,sarer3,eng,"audio,missing",1991-04-08,11312/c-00035422-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/shler3,shler3,eng,"audio,missing",1990-04-03,11312/c-00035423-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/shoer3,shoer3,eng,"audio,missing",1990-04-04,11312/c-00035424-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/stner3,stner3,eng,"audio,missing",1990-02-14,11312/c-00035425-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/suser3,suser3,eng,"audio,missing",1991-06-21,11312/c-00035426-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/tamer3,tamer3,eng,"audio,missing",1990-06-11,11312/c-00035427-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/terer3,terer3,eng,"audio,missing",1991-05-16,11312/c-00035428-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/toder3,toder3,eng,"audio,missing",1989-01-24,11312/c-00035429-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/tomer3,tomer3,eng,"audio,missing",1991-04-09,11312/c-00035430-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/treer3,treer3,eng,"audio,missing",1991-05-16,11312/c-00035431-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/trier3,trier3,eng,"audio,missing",1991-05-04,11312/c-00035432-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/vicer3,vicer3,eng,"audio,missing",1991-05-04,11312/c-00035433-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/zaner3,zaner3,eng,"audio,missing",1991-06-20,11312/c-00035434-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ER/zener3,zener3,eng,"audio,missing",1989-11-16,11312/c-00035435-1,long,narrative,TD
childes/Eng-NA/HSLLD/HV3/ET/admet3,admet3,eng,"audio,missing",1991-03-26,11312/c-00035436-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/aimet3,aimet3,eng,"audio,missing",1990-02-23,11312/c-00035437-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/aliet3,aliet3,eng,"audio,missing",1991-06-20,11312/c-00035438-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/allet3,allet3,eng,"audio,missing",1990-02-05,11312/c-00035439-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/anaet3,anaet3,eng,"audio,missing",1990-02-27,11312/c-00035440-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/annet3,annet3,eng,"audio,missing",1991-04-15,11312/c-00035441-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/apret3,apret3,eng,"audio,missing",1991-04-27,11312/c-00035442-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/astet3,astet3,eng,"audio,missing",1990-01-11,11312/c-00035443-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/bobet3,bobet3,eng,"audio,missing",1989-03-23,11312/c-00035444-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/braet3,braet3,eng,"audio,missing",1989-11-14,11312/c-00035445-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/briet3,briet3,eng,"audio,missing",1989-12-06,11312/c-00035446-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/brnet3,brnet3,eng,"audio,missing",1991-05-19,11312/c-00035447-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/brtet3,brtet3,eng,"audio,missing",1991-04-05,11312/c-00035448-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/caset3,caset3,eng,"audio,missing",1989-11-22,11312/c-00035449-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/catet3,catet3,eng,"audio,missing",1991-03-27,11312/c-00035450-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/claet3,claet3,eng,"audio,missing",1990-04-18,11312/c-00035451-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/conet3,conet3,eng,"audio,missing",1990-03-08,11312/c-00035452-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/ctret3,ctret3,eng,"audio,missing",1989-12-06,11312/c-00035453-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/davet3,davet3,eng,"audio,missing",1989-01-31,11312/c-00035454-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/deaet3,deaet3,eng,"audio,missing",1991-05-15,11312/c-00035455-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/devet3,devet3,eng,"audio,missing",1991-04-20,11312/c-00035456-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/diaet3,diaet3,eng,"audio,missing",1990-12-07,11312/c-00035457-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/donet3,donet3,eng,"audio,missing",1990-04-09,11312/c-00035458-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/ethet3,ethet3,eng,"audio,missing",1989-11-27,11312/c-00035459-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/geoet3,geoet3,eng,"audio,missing",1991-03-16,11312/c-00035460-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/guyet3,guyet3,eng,"audio,missing",1991-03-07,11312/c-00035461-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/inaet3,inaet3,eng,"audio,missing",1990-02-06,11312/c-00035462-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/jamet3,jamet3,eng,"audio,missing",1991-04-04,11312/c-00035463-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/jeaet3,jeaet3,eng,"audio,missing",1991-04-17,11312/c-00035464-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/jebet3,jebet3,eng,"audio,missing",1991-06-28,11312/c-00035465-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/jenet3,jenet3,eng,"audio,missing",1991-07-01,11312/c-00035466-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/jeret3,jeret3,eng,"audio,missing",1991-03-07,11312/c-00035467-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/jeset3,jeset3,eng,"audio,missing",1991-04-29,11312/c-00035468-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/joeet3,joeet3,eng,"audio,missing",1990-03-08,11312/c-00035469-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/joyet3,joyet3,eng,"audio,missing",1991-03-23,11312/c-00035470-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/juset3,juset3,eng,"audio,missing",1989-01-08,11312/c-00035471-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/karet3,karet3,eng,"audio,missing",1990-02-07,11312/c-00035472-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/kevet3,kevet3,eng,"audio,missing",1990-03-12,11312/c-00035473-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/kuret3,kuret3,eng,"audio,missing",1989-02-13,11312/c-00035474-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/maret3,maret3,eng,"audio,missing",1991-03-30,11312/c-00035475-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/mayet3,mayet3,eng,"audio,missing",1991-05-30,11312/c-00035476-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/meget3,meget3,eng,"audio,missing",1990-01-10,11312/c-00035477-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/melet3,melet3,eng,"audio,missing",1991-03-24,11312/c-00035478-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/monet3,monet3,eng,"audio,missing",1991-03-20,11312/c-00035479-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/moret3,moret3,eng,"audio,missing",1991-03-06,11312/c-00035480-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/mrket3,mrket3,eng,"audio,missing",1990-02-08,11312/c-00035481-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/nedet3,nedet3,eng,"audio,missing",1991-06-28,11312/c-00035482-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/pauet3,pauet3,eng,"audio,missing",1990-01-16,11312/c-00035483-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/raset3,raset3,eng,"audio,missing",1991-05-01,11312/c-00035484-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/rauet3,rauet3,eng,"audio,missing",1991-05-19,11312/c-00035485-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/remet3,remet3,eng,"audio,missing",1990-03-13,11312/c-00035486-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/rilet3,rilet3,eng,"audio,missing",1991-05-08,11312/c-00035487-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/rocet3,rocet3,eng,"audio,missing",1990-01-26,11312/c-00035488-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/roset3,roset3,eng,"audio,missing",1991-04-19,11312/c-00035489-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/saret3,saret3,eng,"audio,missing",1991-04-08,11312/c-00035490-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/shlet3,shlet3,eng,"audio,missing",1990-04-03,11312/c-00035491-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/shoet3,shoet3,eng,"audio,missing",1990-04-19,11312/c-00035492-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/stnet3,stnet3,eng,"audio,missing",1990-02-14,11312/c-00035493-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/suset3,suset3,eng,"audio,missing",1991-06-21,11312/c-00035494-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/tamet3,tamet3,eng,"audio,missing",1990-06-11,11312/c-00035495-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/teret3,teret3,eng,"audio,missing",1991-05-16,11312/c-00035496-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/todet3,todet3,eng,"audio,missing",1989-01-24,11312/c-00035497-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/tomet3,tomet3,eng,"audio,missing",1991-04-09,11312/c-00035498-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/treet3,treet3,eng,"audio,missing",1991-05-16,11312/c-00035499-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/triet3,triet3,eng,"audio,missing",1991-05-04,11312/c-00035500-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/vicet3,vicet3,eng,"audio,missing",1991-05-04,11312/c-00035501-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/zanet3,zanet3,eng,"audio,missing",1991-06-20,11312/c-00035502-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/ET/zenet3,zenet3,eng,"audio,missing",1989-11-16,11312/c-00035503-1,long,toyplay,TD
childes/Eng-NA/HSLLD/HV3/MT/admmt3,admmt3,eng,"audio,unlinked",1991-03-26,11312/c-00035504-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/alimt3,alimt3,eng,"audio,missing",1991-06-20,11312/c-00035505-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/allmt3,allmt3,eng,"audio,unlinked",1990-02-05,11312/c-00035506-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/anamt3,anamt3,eng,"audio,missing",1990-01-29,11312/c-00035507-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/annmt3,annmt3,eng,"audio,unlinked",1991-04-22,11312/c-00035508-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/aprmt3,aprmt3,eng,"audio,unlinked",1991-04-27,11312/c-00035509-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/astmt3,astmt3,eng,"audio,unlinked",1990-01-11,11312/c-00035510-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/bobmt3,bobmt3,eng,"audio,missing",1991-03-23,11312/c-00035511-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/bramt3,bramt3,eng,"audio,unlinked",1989-11-14,11312/c-00035512-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/brimt3,brimt3,eng,"audio,unlinked",1989-12-06,11312/c-00035513-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/brnmt3,brnmt3,eng,"audio,missing",1991-05-19,11312/c-00035514-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/brtmt3,brtmt3,eng,"audio,unlinked",1991-05-01,11312/c-00035515-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/casmt3,casmt3,eng,"audio,unlinked",1989-11-22,11312/c-00035516-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/catmt3,catmt3,eng,"audio,unlinked",1991-03-27,11312/c-00035517-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/conmt3,conmt3,eng,"audio,missing",1990-03-08,11312/c-00035518-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/ctrmt3,ctrmt3,eng,audio,,11312/a-00077459-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/davmt3,davmt3,eng,"audio,missing",1989-01-31,11312/c-00035519-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/deamt3,deamt3,eng,"audio,unlinked",1991-05-15,11312/c-00035520-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/devmt3,devmt3,eng,"audio,unlinked",1991-04-20,11312/c-00035521-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/diamt3,diamt3,eng,"audio,unlinked",1989-12-07,11312/c-00035522-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/emimt3,emimt3,eng,audio,,11312/a-00077460-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/ethmt3,ethmt3,eng,"audio,unlinked",1989-11-27,11312/c-00035523-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/geomt3,geomt3,eng,"audio,missing",1991-03-16,11312/c-00035524-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/jammt3,jammt3,eng,"audio,missing",1991-04-24,11312/c-00035526-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/jeamt3,jeamt3,eng,"audio,unlinked",1991-04-17,11312/c-00035527-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/jermt3,jermt3,eng,"audio,unlinked",1991-05-09,11312/c-00035528-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/jesmt3,jesmt3,eng,"audio,unlinked",1991-04-29,11312/c-00035529-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/joemt3,joemt3,eng,"audio,missing",1990-03-08,11312/c-00035530-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/joymt3,joymt3,eng,"audio,unlinked",1991-03-23,11312/c-00035531-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/jusmt3,jusmt3,eng,"audio,unlinked",1990-01-08,11312/c-00035532-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/karmt3,karmt3,eng,"audio,unlinked",1990-02-07,11312/c-00035533-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/kevmt3,kevmt3,eng,"audio,unlinked",1989-03-12,11312/c-00035534-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/kurmt3,kurmt3,eng,"audio,unlinked",1989-02-13,11312/c-00035535-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/maymt3,maymt3,eng,"audio,unlinked",1991-05-30,11312/c-00035536-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/maymt3pt2,maymt3pt2,eng,audio,,11312/a-00077461-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/megmt3,megmt3,eng,"audio,unlinked",1989-01-10,11312/c-00035537-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/melmt3,melmt3,eng,"audio,unlinked",1991-03-24,11312/c-00035538-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/mitmt3,mitmt3,eng,audio,,11312/a-00077462-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/monmt3,monmt3,eng,"audio,unlinked",1991-03-20,11312/c-00035539-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/mormt3,mormt3,eng,"audio,unlinked",1991-03-06,11312/c-00035540-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/paumt3,paumt3,eng,"audio,unlinked",1990-01-16,11312/c-00035541-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/raumt3,raumt3,eng,"audio,missing",1991-07-01,11312/c-00035542-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/remmt3,remmt3,eng,"audio,unlinked",1990-02-13,11312/c-00035543-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/rilmt3,rilmt3,eng,"audio,unlinked",1991-05-08,11312/c-00035544-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/rosmt3,rosmt3,eng,"audio,missing",1991-04-19,11312/c-00035545-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/sarmt3,sarmt3,eng,"audio,unlinked",1991-04-08,11312/c-00035546-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/stnmt3,stnmt3,eng,"audio,missing",1990-02-14,11312/c-00035547-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/susmt3,susmt3,eng,"audio,missing",1991-06-21,11312/c-00035548-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/termt3,termt3,eng,"audio,unlinked",1991-05-16,11312/c-00035549-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/todmt3,todmt3,eng,"audio,missing",1990-01-24,11312/c-00035550-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/tommt3,tommt3,eng,"audio,unlinked",1991-04-09,11312/c-00035551-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/trimt3,trimt3,eng,"audio,unlinked",1991-05-17,11312/c-00035552-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/trimt3pt2,trimt3pt2,eng,audio,,11312/a-00077463-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/vicmt3,vicmt3,eng,"audio,missing",1991-05-04,11312/c-00035553-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/MT/zanmt3,zanmt3,eng,"audio,missing",1991-06-20,11312/c-00035554-1,long,meal,TD
childes/Eng-NA/HSLLD/HV3/RE/admre3,admre3,eng,"audio,missing",1991-03-26,11312/c-00035555-1,long,reading,TD
childes/Eng-NA/HSLLD/HV3/RE/alire3,alire3,eng,"audio,missing",1991-06-20,11312/c-00035556-1,long,reading,TD
childes/Eng-NA/HSLLD/HV3/RE/annre3,annre3,eng,"audio,missing",1991-04-15,11312/c-00035557-1,long,reading,TD
childes/Eng-NA/HSLLD/HV3/RE/aprre3,aprre3,eng,"audio,missing",1991-04-27,11312/c-00035558-1,long,reading,TD
childes/Eng-NA/HSLLD/HV3/RE/bobre3,bobre3,eng,"audio,missing",1989-03-23,11312/c-00035559-1,long,reading,TD
